name,path,sha256,size,words,modified,description
session-report,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/session-report/skills/session-report/SKILL.md,ef0fbc4259a4,3149,437,2026-05-15T11:30:09.107896,"Generate an explorable HTML report of Claude Code session usage (tokens, cache, subagents, skills, expensive prompts) from ~/.claude/projects transcripts."
skill-creator,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/skill-creator/skills/skill-creator/SKILL.md,dcd4803e61e9,33168,5205,2026-05-15T11:30:09.108868,"Create new skills, modify and improve existing skills, and measure skill performance. Use when users want to create a skill from scratch, edit, or optimize an existing skill, run evals to test a skill"
frontend-design,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/frontend-design/skills/frontend-design/SKILL.md,d39adf3a983d,4274,562,2026-05-15T11:30:09.087499,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, or applications. Generates creative, polished code "
writing-hookify-rules,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/hookify/skills/writing-rules/SKILL.md,2994b5d31522,8423,1146,2026-05-15T11:30:09.090284,"This skill should be used when the user asks to ""create a hookify rule"", ""write a hook rule"", ""configure hookify"", ""add a hookify rule"", or needs guidance on hookify rule syntax and patterns."
access,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/external_plugins/discord/skills/access/SKILL.md,4fc3da872e03,4357,594,2026-05-15T11:30:09.070972,"Manage Discord channel access — approve pairings, edit allowlists, set DM/group policy. Use when the user asks to pair, approve someone, check who's allowed, or change policy for the Discord channel."
configure,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/external_plugins/discord/skills/configure/SKILL.md,9364d7895d6f,4324,684,2026-05-15T11:30:09.071087,"Set up the Discord channel — save the bot token and review access policy. Use when the user pastes a Discord bot token, asks to configure Discord, asks ""how do I set this up"" or ""who can reach me,"" or"
access,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/external_plugins/telegram/skills/access/SKILL.md,c499635ef8a9,4280,580,2026-05-15T11:30:09.076931,"Manage Telegram channel access — approve pairings, edit allowlists, set DM/group policy. Use when the user asks to pair, approve someone, check who's allowed, or change policy for the Telegram channel"
configure,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/external_plugins/telegram/skills/configure/SKILL.md,7a58fa4efd09,4024,632,2026-05-15T11:30:09.077068,"Set up the Telegram channel — save the bot token and review access policy. Use when the user pastes a Telegram bot token, asks to configure Telegram, asks ""how do I set this up"" or ""who can reach me,"""
access,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/external_plugins/imessage/skills/access/SKILL.md,ac994a86aab3,4754,663,2026-05-15T11:30:09.073699,"Manage iMessage channel access — approve pairings, edit allowlists, set DM/group policy. Use when the user asks to pair, approve someone, check who's allowed, or change policy for the iMessage channel"
configure,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/external_plugins/imessage/skills/configure/SKILL.md,3afdc7e9faa3,3546,538,2026-05-15T11:30:09.073810,"Check iMessage channel setup and review access policy. Use when the user asks to configure iMessage, asks ""how do I set this up"" or ""who can reach me,"" or wants to know why texts aren't reaching the a"
ui-ux-pro-max,/Users/mavensix/.claude/skills/ui-ux-pro-max/SKILL.md,07b87b8998b5,14105,2032,2026-04-06T12:48:47.832745,"UI/UX design intelligence. 67 styles, 96 palettes, 57 font pairings, 25 charts, 13 stacks (React, Next.js, Vue, Svelte, SwiftUI, React Native, Flutter, Tailwind, shadcn/ui). Actions: plan, build, crea"
animate,/Users/mavensix/.claude/skills/animate/SKILL.md,e55852b0bb32,7671,1001,2026-04-06T13:03:22.883057,"Review a feature and enhance it with purposeful animations, micro-interactions, and motion effects that improve usability and delight. Use when the user mentions adding animation, transitions, micro-i"
quieter,/Users/mavensix/.claude/skills/quieter/SKILL.md,dccd220a5d98,5139,718,2026-04-06T13:03:22.897159,"Tones down visually aggressive or overstimulating designs, reducing intensity while preserving quality. Use when the user mentions too bold, too loud, overwhelming, aggressive, garish, or wants a calm"
optimize,/Users/mavensix/.claude/skills/optimize/SKILL.md,71caee1a977e,7789,1071,2026-04-06T13:03:22.895600,"Diagnoses and fixes UI performance across loading speed, rendering, animations, images, and bundle size. Use when the user mentions slow, laggy, janky, performance, bundle size, load time, or wants a "
adapt,/Users/mavensix/.claude/skills/adapt/SKILL.md,a960b3dec6b0,7131,977,2026-04-06T13:03:22.882384,"Adapt designs to work across different screen sizes, devices, contexts, or platforms. Implements breakpoints, fluid layouts, and touch targets. Use when the user mentions responsive design, mobile lay"
clarify,/Users/mavensix/.claude/skills/clarify/SKILL.md,cf9de9c30952,6763,995,2026-04-06T13:03:22.885597,"Improve unclear UX copy, error messages, microcopy, labels, and instructions to make interfaces easier to understand. Use when the user mentions confusing text, unclear labels, bad error messages, har"
distill,/Users/mavensix/.claude/skills/distill/SKILL.md,bee092cb64cd,6245,881,2026-04-06T13:03:22.889570,"Strip designs to their essence by removing unnecessary complexity. Great design is simple, powerful, and clean. Use when the user asks to simplify, declutter, reduce noise, remove elements, or make a "
delight,/Users/mavensix/.claude/skills/delight/SKILL.md,dd4202b75913,10020,1403,2026-04-06T13:03:22.889005,"Add moments of joy, personality, and unexpected touches that make interfaces memorable and enjoyable to use. Elevates functional to delightful. Use when the user asks to add polish, personality, anima"
teach-impeccable,/Users/mavensix/.claude/skills/teach-impeccable/SKILL.md,6a19c62d6efd,2839,431,2026-04-06T13:03:22.897633,One-time setup that gathers design context for your project and saves it to your AI config file. Run once to establish persistent design guidelines.
onboard,/Users/mavensix/.claude/skills/onboard/SKILL.md,cd5ec9f3b925,8332,1238,2026-04-06T13:03:22.894995,"Designs and improves onboarding flows, empty states, and first-run experiences to help users reach value quickly. Use when the user mentions onboarding, first-time users, empty states, activation, get"
normalize,/Users/mavensix/.claude/skills/normalize/SKILL.md,1321fb31e5b3,4195,575,2026-04-06T13:03:22.894441,"Audits and realigns UI to match design system standards, spacing, tokens, and patterns. Use when the user mentions consistency, design drift, mismatched styles, tokens, or wants to bring a feature bac"
audit,/Users/mavensix/.claude/skills/audit/SKILL.md,3a475438b19d,7620,1063,2026-04-06T13:03:22.884452,"Run technical quality checks across accessibility, performance, theming, responsive design, and anti-patterns. Generates a scored report with P0-P3 severity ratings and actionable plan. Use when the u"
harden,/Users/mavensix/.claude/skills/harden/SKILL.md,3b771a43bff6,9059,1259,2026-04-06T13:03:22.893863,"Improve interface resilience through better error handling, i18n support, text overflow handling, and edge case management. Makes interfaces robust and production-ready. Use when the user asks to hard"
polish,/Users/mavensix/.claude/skills/polish/SKILL.md,5f9af3783ad0,8107,1201,2026-04-06T13:03:22.896739,"Performs a final quality pass fixing alignment, spacing, consistency, and micro-detail issues before shipping. Use when the user mentions polish, finishing touches, pre-launch review, something looks "
extract,/Users/mavensix/.claude/skills/extract/SKILL.md,b3c65112289c,3951,544,2026-04-06T13:03:22.890123,"Extract and consolidate reusable components, design tokens, and patterns into your design system. Identifies opportunities for systematic reuse and enriches your component library. Use when the user a"
bolder,/Users/mavensix/.claude/skills/bolder/SKILL.md,bc14f813ef06,6740,924,2026-04-06T13:03:22.885021,"Amplify safe or boring designs to make them more visually interesting and stimulating. Increases impact while maintaining usability. Use when the user says the design looks bland, generic, too safe, l"
frontend-design,/Users/mavensix/.claude/skills/frontend-design/SKILL.md,fb2626185aee,9553,1250,2026-04-06T13:03:22.890676,"Create distinctive, production-grade frontend interfaces with high design quality. Generates creative, polished code that avoids generic AI aesthetics. Use when the user asks to build web components, "
arrange,/Users/mavensix/.claude/skills/arrange/SKILL.md,775f157cd6f0,7405,1110,2026-04-06T13:03:22.883711,"Improve layout, spacing, and visual rhythm. Fixes monotonous grids, inconsistent spacing, and weak visual hierarchy. Use when the user mentions layout feeling off, spacing issues, visual hierarchy, cr"
typeset,/Users/mavensix/.claude/skills/typeset/SKILL.md,32108f34bbc7,5777,853,2026-04-06T13:03:22.898118,"Improves typography by fixing font choices, hierarchy, sizing, weight, and readability so text feels intentional. Use when the user mentions fonts, type, readability, text hierarchy, sizing looks off,"
critique,/Users/mavensix/.claude/skills/critique/SKILL.md,a9c7abf47225,11147,1732,2026-04-06T13:03:22.887001,"Evaluate design from a UX perspective, assessing visual hierarchy, information architecture, emotional resonance, cognitive load, and overall quality with quantitative scoring, persona-based testing, "
colorize,/Users/mavensix/.claude/skills/colorize/SKILL.md,6ef112e2a983,6887,967,2026-04-06T13:03:22.886215,"Add strategic color to features that are too monochromatic or lack visual interest, making interfaces more engaging and expressive. Use when the user mentions the design looking gray, dull, lacking wa"
overdrive,/Users/mavensix/.claude/skills/overdrive/SKILL.md,7180591c23b9,9732,1401,2026-04-06T13:03:22.896183,"Pushes interfaces past conventional limits with technically ambitious implementations — shaders, spring physics, scroll-driven reveals, 60fps animations. Use when the user wants to wow, impress, go al"
emil-design-eng,/Users/mavensix/Documents/PROJECTS/CK_DS/.claude/worktrees/kind-tu/.agents/skills/emil-design-eng/SKILL.md,433b5a239cda,27335,3887,2026-04-06T12:33:11.194169,"This skill encodes Emil Kowalski's philosophy on UI polish, component design, animation decisions, and the invisible details that make software feel great."
pitch,/Users/mavensix/Desktop/claude-skills-upgrade/pitch/SKILL.md,4a7c3df89012,16352,2528,2026-04-23T10:55:37.995068,>
synthetic-persona-generator,/Users/mavensix/Downloads/synthetic-persona/.claude/skills/synthetic-persona-generator/SKILL.md,496d12c222a0,2807,378,2026-04-17T12:58:19,"Analyzes a website (URL, sitemap, homepage, or pasted content) and automatically recommends + generates 6–10 rich synthetic user personas. Outputs structured Markdown files ready for the synthetic-per"
synthetic-persona-auditor-2,/Users/mavensix/Downloads/synthetic-persona/.claude/skills/synthetic-persona-auditor-2/SKILL.md,0c1583d87359,6107,830,2026-04-13T16:56:47,"Performs comprehensive website content audits using synthetic user personas. Analyzes any URL, pasted content, or batch of pages for quality, relevance, and migration readiness. Conducts DAKI (Drop, A"
synthetic-persona-auditor,/Users/mavensix/Downloads/synthetic-persona/.claude/skills/synthetic-persona-auditor/SKILL.md,b4ef5e66b592,39380,3366,2026-04-13T16:56:45,>
design-language,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/local_63c6dfee-8776-4d63-b115-58f84f90ebce/outputs/SKILL.md,b9aa97db19e4,35882,5253,2026-03-30T11:34:03.309187,"Captures, documents, and applies a brand''s interface design language so AI agents generate interfaces that feel native to the brand. Use when building, auditing, or extending UI for any product or br"
brand-voice-enforcement,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019iPNgSpqW7kdNT72VAaUud/skills/brand-voice-enforcement/SKILL.md,3da527576a05,5452,769,2026-05-15T11:44:41.259468,>
discover-brand,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019iPNgSpqW7kdNT72VAaUud/skills/discover-brand/SKILL.md,4d5d4490a160,6891,991,2026-05-15T11:44:41.260181,>
guideline-generation,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_019iPNgSpqW7kdNT72VAaUud/skills/guideline-generation/SKILL.md,9f5fd0e3d9ce,7022,984,2026-05-15T11:44:41.260701,>
internal-linking,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/internal-linking/SKILL.md,e6edccd7cebc,3776,586,2026-05-15T11:44:44.197711,"Analyze and improve internal linking strategy for a website. Use when the user asks about ""internal links"", ""link structure"", ""site architecture"", ""link strategy"", ""orphan pages"", ""link equity"", ""page"
content-translation,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/content-translation/SKILL.md,20c970bbb2ef,5019,704,2026-05-15T11:44:44.197568,"Translate and localize website content for international SEO. Use when the user asks to ""translate content"", ""localize my site"", ""multilingual SEO"", ""translate to [language]"", ""international SEO"", ""hr"
on-page-seo,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/on-page-seo/SKILL.md,a9c8f43fa1d8,3155,462,2026-05-15T11:44:44.197973,"Optimize a specific page for on-page SEO. Use when the user asks to ""optimize this page"", ""improve SEO for this page"", ""on-page optimization"", ""optimize meta tags"", ""improve rankings for [keyword]"", o"
seo-audit,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/seo-audit/SKILL.md,9abfd715e37b,3808,601,2026-05-15T11:44:44.198250,"Run a comprehensive SEO audit on a website or codebase. Use when the user asks to ""audit SEO"", ""check my site's SEO"", ""find SEO issues"", ""SEO health check"", ""technical SEO review"", ""site audit"", or wa"
ai-visibility,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/ai-visibility/SKILL.md,50caa6a248d1,5202,770,2026-05-15T11:44:44.197058,"Analyze and improve how a brand appears in AI-generated responses (ChatGPT, Claude, Gemini, Perplexity). Use when the user asks about ""AI visibility"", ""AI tracking"", ""how does my brand appear in AI"", "
content-brief,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/content-brief/SKILL.md,d78ead999b5c,4001,644,2026-05-15T11:44:44.197275,"Generate a detailed content brief for a specific article or page. Use when the user asks to ""create a content brief"", ""write a brief"", ""article outline"", ""blog brief"", ""writing brief"", ""content outlin"
technical-seo,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/technical-seo/SKILL.md,23347eb7e538,5024,749,2026-05-15T11:44:44.198422,"Perform a technical SEO audit on a website or codebase. Use when the user asks for ""technical SEO"", ""site speed"", ""core web vitals"", ""crawlability"", ""indexation issues"", ""robots.txt"", ""sitemap check"","
content-strategy,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/content-strategy/SKILL.md,7e7f826d91f6,4517,675,2026-05-15T11:44:44.197419,"Develop a content strategy for SEO and organic growth. Use when the user asks to ""plan content"", ""content strategy"", ""content calendar"", ""what should I write about"", ""content gap analysis"", ""topic res"
broken-links,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/broken-links/SKILL.md,d7e20a9dc82d,4189,652,2026-05-15T11:44:44.197208,"Find and fix broken links on a website or in a codebase. Use when the user asks to ""check broken links"", ""find dead links"", ""fix 404s"", ""link checker"", ""broken link audit"", ""find dead URLs"", or wants "
schema-markup,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/schema-markup/SKILL.md,205be14b293b,3937,519,2026-05-15T11:44:44.198118,"Generate JSON-LD structured data / schema markup for web pages. Use when the user asks to ""add schema"", ""generate JSON-LD"", ""structured data"", ""schema markup"", ""rich snippets"", ""add schema.org"", or wa"
keyword-clustering,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_016u9h5nGGKuX18riDTJ7otg/skills/keyword-clustering/SKILL.md,db491abc9e93,3889,583,2026-05-15T11:44:44.197836,"Cluster and organize keywords into topical groups for SEO. Use when the user asks to ""cluster keywords"", ""group keywords"", ""organize keywords"", ""keyword mapping"", ""topic clusters"", ""keyword grouping"","
content-creation,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/content-creation/SKILL.md,17f0bfd53650,8830,1375,2026-05-15T11:44:42.728091,"Draft marketing content across channels — blog posts, social media, email newsletters, landing pages, press releases, and case studies. Use when writing any marketing content, when you need channel-sp"
draft-content,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/draft-content/SKILL.md,0bfe029dcc03,4612,699,2026-05-15T11:44:42.728429,"Draft blog posts, social media, email newsletters, landing pages, press releases, and case studies with channel-specific formatting and SEO recommendations. Use when writing any marketing content, whe"
seo-audit,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/seo-audit/SKILL.md,25008ccdda6f,9526,1368,2026-05-15T11:44:42.729158,"Run a comprehensive SEO audit — keyword research, on-page analysis, content gaps, technical checks, and competitor comparison. Use when assessing a site's SEO health, when finding keyword opportunitie"
performance-report,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/performance-report/SKILL.md,997397e23ba5,19213,2978,2026-05-15T11:44:42.729017,"Build a marketing performance report with key metrics, trend analysis, wins and misses, and prioritized optimization recommendations. Use when wrapping a campaign, when preparing weekly, monthly, or q"
brand-review,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/brand-review/SKILL.md,759f29397a90,12936,2012,2026-05-15T11:44:42.727565,"Review content against your brand voice, style guide, and messaging pillars, flagging deviations by severity with specific before/after fixes. Use when checking a draft before it ships, when auditing "
competitive-brief,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/competitive-brief/SKILL.md,c1e5442facbc,13150,1999,2026-05-15T11:44:42.727914,"Research competitors and generate a positioning and messaging comparison with content gaps, opportunities, and threats. Use when building sales battlecards, when finding positioning gaps and messaging"
campaign-plan,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/campaign-plan/SKILL.md,f0b146074b64,14153,2094,2026-05-15T11:44:42.727751,"Generate a full campaign brief with objectives, audience, messaging, channel strategy, content calendar, and success metrics. Use when planning a product launch, lead-gen push, or awareness campaign, "
email-sequence,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01Eeb9y5m4iFuY3yRtytYfdc/skills/email-sequence/SKILL.md,4303252cbe34,10627,1621,2026-05-15T11:44:42.728729,"Design and draft multi-email sequences with full copy, timing, branching logic, exit conditions, and performance benchmarks. Use when building onboarding, lead nurture, re-engagement, win-back, or pro"
search-strategy,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VyNDLNYUZHHyKf7A691D7V/skills/search-strategy/SKILL.md,71d5ba2d219a,7198,1014,2026-05-15T11:44:42.212000,"Query decomposition and multi-source search orchestration. Breaks natural language questions into targeted searches per source, translates queries into source-specific syntax, ranks results by relevan"
knowledge-synthesis,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VyNDLNYUZHHyKf7A691D7V/skills/knowledge-synthesis/SKILL.md,8dc66c66ef00,8526,1335,2026-05-15T11:44:42.211568,"Combines search results from multiple sources into coherent, deduplicated answers with source attribution. Handles confidence scoring based on freshness and authority, and summarizes large result sets"
digest,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VyNDLNYUZHHyKf7A691D7V/skills/digest/SKILL.md,d711d49b898e,5587,887,2026-05-15T11:44:42.211387,"Generate a daily or weekly digest of activity across all connected sources. Use when catching up after time away, starting the day and wanting a summary of mentions and action items, or reviewing a we"
source-management,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VyNDLNYUZHHyKf7A691D7V/skills/source-management/SKILL.md,221d8acdc5c6,5734,856,2026-05-15T11:44:42.212280,"Manages connected MCP sources for enterprise search. Detects available sources, guides users to connect new ones, handles source priority ordering, and manages rate limiting awareness."
search,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01VyNDLNYUZHHyKf7A691D7V/skills/search/SKILL.md,5330512ac1f7,6581,994,2026-05-15T11:44:42.212599,"Search across all connected sources in one query. Trigger with ""find that doc about..."", ""what did we decide on..."", ""where was the conversation about..."", or when looking for a decision, document, or"
view-pdf,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_011v5h6QUzBZvas64y44XLhy/skills/view-pdf/SKILL.md,8635c2ca95e7,6241,959,2026-05-15T11:44:41.776319,"Interactive PDF viewer. Use when the user wants to open, show, or view a PDF and collaborate on it visually — annotate, highlight, stamp, fill form fields, place signature/initials, or review markup t"
adobe-batch-edit-photos,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_017FSfZwAM3GF7xTpsbDUHoA/skills/adobe-batch-edit-photos/SKILL.md,fd4e455c1ca5,24983,3159,2026-05-15T11:44:43.261392,>
adobe-resize-photos-and-videos,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_017FSfZwAM3GF7xTpsbDUHoA/skills/adobe-resize-photos-and-videos/SKILL.md,2b8cf32cc093,18997,2602,2026-05-15T11:44:43.262180,>
adobe-design-from-template,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_017FSfZwAM3GF7xTpsbDUHoA/skills/adobe-design-from-template/SKILL.md,94682cf5a668,7164,1018,2026-05-15T11:44:43.261722,>
adobe-retouch-portraits,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_017FSfZwAM3GF7xTpsbDUHoA/skills/adobe-retouch-portraits/SKILL.md,36938a7ae165,22162,2689,2026-05-15T11:44:43.262688,>
adobe-edit-quick-cut,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_017FSfZwAM3GF7xTpsbDUHoA/skills/adobe-edit-quick-cut/SKILL.md,815039a70c0c,11616,1698,2026-05-15T11:44:43.261970,>
adobe-create-social-variations,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_017FSfZwAM3GF7xTpsbDUHoA/skills/adobe-create-social-variations/SKILL.md,5ee89f7599cc,26790,3235,2026-05-15T11:44:43.261561,>
product-tracking-instrument-new-feature,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01HjnQwYWPokcJcu9cRYzTbg/skills/product-tracking-instrument-new-feature/SKILL.md,9dcb851bb13d,9417,1358,2026-05-15T11:44:44.372827,>
product-tracking-model-product,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01HjnQwYWPokcJcu9cRYzTbg/skills/product-tracking-model-product/SKILL.md,8b30e3827819,12380,1793,2026-05-15T11:44:44.373344,>
product-tracking-business-case,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01HjnQwYWPokcJcu9cRYzTbg/skills/product-tracking-business-case/SKILL.md,d823ca1d06e5,12001,1861,2026-05-15T11:44:44.365924,>
product-tracking-implement-tracking,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01HjnQwYWPokcJcu9cRYzTbg/skills/product-tracking-implement-tracking/SKILL.md,ad12c04d04d9,14688,1989,2026-05-15T11:44:44.372365,>
product-tracking-design-tracking-plan,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01HjnQwYWPokcJcu9cRYzTbg/skills/product-tracking-design-tracking-plan/SKILL.md,a1dc0bf190b3,22214,3089,2026-05-15T11:44:44.366171,>
product-tracking-generate-implementation-guide,/Users/mavensix/Library/Application Support/Claude/local-agent-mode-sessions/74bf3005-f250-4140-82d4-5372f00f4704/bfa28b54-db11-4d51-84d1-58056eaf906f/rpm/plugin_01HjnQwYWPokcJcu9cRYzTbg/skills/product-tracking-generate-implementation-guide/SKILL.md,0d88b584e864,16815,2112,2026-05-15T11:44:44.368074,>
